Year,Month,Day,Hour,StnPres,SeaPres,Temperature,Td.dew.point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud.Amount
2018,10,12,10,1020.2,1021.5,20.1,17.2,83,3,70,6.5,80,0,0.5,0,0.2,10,...,10
2018,10,12,11,1019.4,1020.7,20.4,17.5,83,3.2,70,7.2,60,0,0.6,0,0.41,...,...,...
2018,10,12,12,1018.9,1020.2,20.6,16.7,78,2.5,70,7,80,0,0,0,0.21,...,...,...
2018,10,12,13,1018.5,1019.8,20.7,16.8,78,2.9,80,7.2,70,0,0.3,0,0.2,12,...,10
2018,10,12,14,1018.2,1019.5,20.3,17,81,2.7,70,7.3,80,0.5,0.6,0,0.23,...,...,...
2018,10,12,15,1018.2,1019.5,20.3,16.4,78,3.6,70,8.4,60,0.5,0.3,0,0.04,...,...,...
2018,10,12,16,1018.4,1019.7,19.9,16.9,83,2.5,60,6.1,50,0.5,1,0,0,15,...,10
2018,10,12,17,1018.8,1020.1,19.3,16.2,82,3.1,70,8.4,70,1.5,1,0,0,...,...,...
2018,10,12,18,1019,1020.3,19.4,16.4,83,2.1,60,6.2,60,1,0.8,0,0,...,...,...
2018,10,12,19,1019.4,1020.7,19.7,16.5,82,2.4,50,6.6,70,0,0.7,...,0,15,...,10
2018,10,12,20,1019.6,1020.9,19.3,16.5,84,3.2,70,6.3,80,1.5,1,...,0,15,...,10
2018,10,12,21,1019.7,1021,18.9,16,83,3.3,80,8.7,80,1.5,0.9,...,0,...,...,...
2018,10,12,22,1019.2,1020.5,19.4,15.7,79,3.5,60,7,90,0,0,...,0,18,...,9
2018,10,12,23,1019,1020.3,19.6,15.9,79,2.2,60,6.1,70,0,0,...,0,...,...,...
2018,10,13,0,1018.5,1019.8,19.8,15.9,78,1.5,50,5.3,30,0,0,...,0,...,...,...
2018,10,13,1,1018.2,1019.5,20.2,15.9,76,1.8,50,4.3,70,0,0,...,0,20,...,9
2018,10,13,2,1017.9,1019.2,20.4,16,76,1.9,60,4.9,80,0,0,...,0,...,...,...
2018,10,13,3,1017.6,1018.9,20.6,16.4,77,1.5,40,4.2,40,0,0,...,0,...,...,...
2018,10,13,4,1017.8,1019.1,21.1,17.4,79,3.5,60,8.2,60,0,0,...,0,20,...,9
2018,10,13,5,1018.4,1019.7,20.8,17.6,82,3.5,70,7.8,70,0,0,0,0,...,...,...
2018,10,13,6,1019,1020.3,21.1,17.6,80,2,70,7.1,80,0,0,0,0,...,...,...
2018,10,13,7,1019.4,1020.7,21,17.8,82,2.3,70,10.4,70,0,0,0,0.11,16,...,10
2018,10,13,8,1019.9,1021.2,20.8,17.7,82,2.2,60,6.1,80,0,0.6,0,0.17,8,...,10
2018,10,13,9,1019.7,1021,20.8,17.8,83,3.3,70,7,60,0.5,1,0,0.42,...,...,...
2018,10,13,10,1019.2,1020.5,21.4,18.7,85,2.5,60,6.2,70,0,1,0,0.6,9,...,10
2018,10,13,11,1017.8,1019,22.8,18.8,78,3,60,8.8,50,0,1,0,0.9,...,...,...
2018,10,13,12,1016.5,1017.7,23.1,19.6,81,2.9,70,8.1,60,0,0.3,0,1.49,...,...,...
2018,10,13,13,1015.9,1017.1,23.6,19.3,77,4.3,60,9.4,20,0,0,0.5,2.02,16,...,8
2018,10,13,14,1016,1017.2,23,18.8,77,4.7,60,10.3,70,0,0,0,0.85,...,...,...
2018,10,13,15,1016.4,1017.6,22.8,18.3,76,3.5,60,9,40,0,0.3,0,0.37,...,...,...
2018,10,13,16,1016.5,1017.7,22.4,18.3,78,3,60,7.4,40,0.5,1,0,0,18,...,9
2018,10,13,17,1016.8,1018,22,18.5,81,1.8,60,6.1,60,0,0.5,0,0,...,...,...
2018,10,13,18,1017.2,1018.5,21.6,18.4,82,3,60,7.3,90,0,0,0,0,...,...,...
2018,10,13,19,1017.4,1018.7,21.7,18.3,81,3.2,70,8.3,80,0,0.5,...,0,22,...,9
2018,10,13,20,1017.5,1018.8,21.8,18.3,81,2.6,50,6.9,80,0,0,...,0,20,...,9
2018,10,13,21,1017.5,1018.8,21.9,18.2,80,2.2,50,6.2,70,0,0,...,0,...,...,...
2018,10,13,22,1017.2,1018.4,22.2,18.1,78,1.6,60,6.3,80,0,0,...,0,20,...,9
2018,10,13,23,1016.7,1017.9,22.2,18.1,78,2.9,70,5.6,70,0,0,...,0,...,...,...
2018,10,14,0,1015.9,1017.1,22.1,18.1,78,2.2,60,5.9,70,0,0,...,0,...,...,...
2018,10,14,1,1015.8,1017,22,18.3,80,3.1,60,6.5,90,0,0,...,0,15,...,9
2018,10,14,2,1015.3,1016.5,22.3,18.4,79,2.5,70,6.1,80,0,0,...,0,...,...,...
2018,10,14,3,1015,1016.2,21.8,18.4,81,2,70,6.2,70,0,0,...,0,...,...,...
2018,10,14,4,1015.3,1016.5,21.9,18.5,81,2,40,4.5,50,0,0,...,0,15,...,10
2018,10,14,5,1015.1,1016.3,21.8,18.7,83,1.5,50,4.6,70,0,0,0,0,...,...,...
2018,10,14,6,1015.7,1016.9,22.5,19.4,83,3,60,6.4,80,0,0,0,0,...,...,...
2018,10,14,7,1016,1017.2,23.5,20.1,81,3,60,6.5,30,0,0,0,0.5,20,...,10
2018,10,14,8,1015.7,1016.9,24.4,20.6,79,3.7,60,6.7,60,0,0,0,0.86,18,...,10
2018,10,14,9,1015.3,1016.5,25.4,21,77,3.3,50,8,70,0,0,0,1.18,...,...,...
2018,10,14,10,1014.7,1015.9,26.9,22.2,75,3,60,7.5,70,0,0,0.2,1.77,18,...,9
2018,10,14,11,1013.8,1015,28,22.4,72,3.7,60,8.8,70,0,0,1,2.96,...,...,...
2018,10,14,12,1013,1014.2,27.9,22.5,73,4.6,60,8.9,50,0,0,1,3.08,...,...,...
2018,10,14,13,1012.7,1013.9,27.2,22.1,74,4.8,60,9.3,70,0,0,1,2.74,20,...,6
2018,10,14,14,1013,1014.2,26,21.7,77,3.8,60,8.2,70,0,0,0.3,1.45,...,...,...
2018,10,14,15,1013.2,1014.4,24.8,21,79,3.5,60,8.5,60,0,0,0,0.6,...,...,...
2018,10,14,16,1013.5,1014.7,24.3,20.8,81,3,60,7,20,0,0,0,0,18,...,10
2018,10,14,17,1013.8,1015,23.9,20.6,82,2.9,60,7.5,90,0,0,0,0,...,...,...
2018,10,14,18,1014.4,1015.6,23.9,20.6,82,1.7,70,6.8,70,0,0,0,0,...,...,...
2018,10,14,19,1014.7,1015.9,23.9,20.4,81,2,70,5.4,70,0,0,...,0,23,...,10
2018,10,14,20,1015,1016.2,23.8,20.4,81,2.2,70,5.4,90,0,0,...,0,23,...,10
2018,10,14,21,1015,1016.2,23.7,20.3,81,1.1,60,4.5,80,0,0,...,0,...,...,...
2018,10,14,22,1015,1016.2,23.8,20.4,81,0.9,50,4.5,70,0,0,...,0,20,...,8
2018,10,14,23,1015.1,1016.3,23.7,20.5,82,1.3,70,4.6,80,0,0,...,0,...,...,...
2018,10,15,0,1014.4,1015.6,23.7,20.6,83,1.4,60,4.4,60,0,0,...,0,...,...,...
2018,10,15,1,1014.3,1015.5,23.8,20.7,83,1.4,70,3.2,60,0,0,...,0,18,...,10
2018,10,15,2,1014.1,1015.3,23.6,20.7,84,0.9,70,2.6,80,0,0,...,0,...,...,...
2018,10,15,3,1013.4,1014.6,23.6,20.6,83,1.1,70,3.6,70,0,0,...,0,...,...,...
2018,10,15,4,1014,1015.2,23.6,20.5,83,0.5,80,3.3,50,0,0,...,0,18,...,10
2018,10,15,5,1014.4,1015.6,23.7,20.5,82,1.2,60,3.4,70,0,0,0,0,...,...,...
2018,10,15,6,1014.6,1015.8,23.9,21,84,1.1,60,3.8,60,0,0,0,0.1,...,...,...
2018,10,15,7,1015,1016.2,24.2,20.9,82,2.5,60,5.7,50,0,0,0,0.44,15,...,9
2018,10,15,8,1015,1016.2,25.2,21.3,79,2.1,60,4.5,70,0,0,0,0.6,15,...,9
2018,10,15,9,1014.6,1015.8,26.2,21.6,76,2.3,50,6.1,80,0,0,0,1.06,...,...,...
2018,10,15,10,1013.3,1014.5,27.6,22.4,73,2.5,80,6.8,40,0,0,0.3,2.01,18,...,6
2018,10,15,11,1012.5,1013.7,27.8,22.3,72,3,50,8.5,80,0,0,0.7,2.19,...,...,...
2018,10,15,12,1012,1013.2,28,22.1,70,3.7,50,7.6,50,0,0,0.8,2.55,...,...,...
2018,10,15,13,1011.4,1012.6,27.9,22.3,72,3.5,60,8.3,70,0,0,0.7,2.29,20,...,6
2018,10,15,14,1011.3,1012.5,26.8,21.6,73,3.3,70,7.2,70,0,0,0.7,1.81,...,...,...
2018,10,15,15,1011.7,1012.9,25.8,20.8,74,3.6,70,8.1,70,0,0,0.1,0.88,...,...,...
2018,10,15,16,1012.2,1013.4,25.4,20.4,74,2.1,60,8.5,70,0,0,0,0.1,20,...,9
2018,10,15,17,1012.2,1013.4,24.8,20.4,77,2.8,70,7.3,70,0,0,0,0,...,...,...
2018,10,15,18,1012.2,1013.4,24.3,20.3,78,3.6,60,8.6,70,0,0,0,0,...,...,...
2018,10,15,19,1012.6,1013.8,24.3,20.3,78,2.3,60,6.9,80,0,0,...,0,20,...,7
2018,10,15,20,1012.8,1014,24.3,20.3,78,3.8,50,7.5,60,0,0,...,0,20,...,8
2018,10,15,21,1012.9,1014.1,24.4,20.4,78,2.3,60,7.2,50,0,0,...,0,...,...,...
2018,10,15,22,1012.6,1013.8,24.3,20.6,80,2.2,60,5.4,40,0,0,...,0,20,...,8
2018,10,15,23,1012.3,1013.5,24.3,20.6,80,1.7,60,4.1,40,0,0,...,0,...,...,...
2018,10,16,0,1012,1013.2,24.2,20.6,80,1.1,60,3.7,40,0,0,...,0,...,...,...
2018,10,16,1,1011.8,1013,24.1,20.6,81,0.9,50,2.1,70,0,0,...,0,20,...,10
2018,10,16,2,1011.6,1012.8,23.9,20.5,81,0,0,2.8,60,0,0,...,0,...,...,...
2018,10,16,3,1011.3,1012.5,23.5,20.6,84,0.5,190,1.8,230,0,0,...,0,...,...,...
2018,10,16,4,1011.6,1012.8,23.2,20.4,84,0.2,0,2.2,230,0,0,...,0,20,...,9
2018,10,16,5,1011.9,1013.1,23.5,20.5,83,0.6,190,2.1,230,0,0,0,0,...,...,...
2018,10,16,6,1012.8,1014,23.6,20.7,84,0.6,200,2.5,200,0,0,0,0,...,...,...
2018,10,16,7,1012.2,1013.4,24.2,21.1,83,0.3,210,1.7,200,0,0.1,0,0.26,15,...,10
2018,10,16,8,1012.7,1013.9,25.4,21.5,79,0.9,360,2.3,360,0,0,0.2,0.88,15,...,10
2018,10,16,9,1012.7,1013.9,26,21.7,77,0.9,220,2.9,300,0,0,0,0.69,...,...,...
2018,10,16,10,1011.8,1013,26.9,22.3,76,0.9,280,3.3,290,0,0,0,0.89,10,...,10
2018,10,16,11,1011.1,1012.3,26.3,21.7,76,2.1,10,4.6,350,0,0,0,0.84,...,...,...
2018,10,16,12,1010.7,1011.9,25.9,21.5,77,2,340,5.4,40,0,0,0,0.69,...,...,...
2018,10,16,13,1010.2,1011.4,25.5,21.2,77,2.2,360,5.9,340,0,0,0,0.9,15,...,10
2018,10,16,14,1010.3,1011.5,24.3,20.5,79,2,20,5.7,330,0,0,0,0.21,...,...,...
2018,10,16,15,1010.7,1011.9,24.2,20.2,78,2,10,4.7,350,0,0,0,0,...,...,...
2018,10,16,16,1010.9,1012.1,23.5,20,81,1.8,50,5.6,360,0,0.7,0,0,10,...,10
2018,10,16,17,1011.3,1012.5,22.7,20.4,87,1.1,60,4.8,50,0.5,1,0,0,...,...,...
2018,10,16,18,1011.8,1013,22.6,20.5,88,0.3,340,2.8,50,1,1,0,0,...,...,...
2018,10,16,19,1012.3,1013.5,22.1,19.7,86,1.4,40,3.8,10,2.5,1,...,0,5,...,10
2018,10,16,20,1012.7,1013.9,21.8,19.5,87,1.1,20,3.9,10,1,1,...,0,5,...,10
2018,10,16,21,1013.1,1014.3,21.6,19.4,87,1.6,40,4.3,40,0.5,1,...,0,...,...,...
2018,10,16,22,1012.6,1013.8,21.6,19.5,88,1.1,70,2.8,10,0.5,1,...,0,10,...,10
2018,10,16,23,1012.7,1013.9,22,19.6,86,1.3,50,3.6,60,0,0.1,...,0,...,...,...
2018,10,17,0,1012.3,1013.5,21.4,19.1,87,1,40,4.4,70,0,0.7,...,0,...,...,...
2018,10,17,1,1012.1,1013.3,21,19.2,89,0.8,30,3.1,350,1,1,...,0,7,...,10
2018,10,17,2,1011.7,1012.9,20.7,18.7,88,0.3,310,2.8,70,1.5,1,...,0,...,...,...
2018,10,17,3,1011.5,1012.7,20.8,19.1,90,0,0,2.1,60,1,1,...,0,...,...,...
2018,10,17,4,1011.7,1012.9,20.7,18.7,88,0.9,60,2.5,80,4.5,1,...,0,5,...,10
2018,10,17,5,1012.2,1013.4,20.6,18.9,90,0.9,360,3,90,4,1,0,0,...,...,...
2018,10,17,6,1012.9,1014.2,20.6,18.9,90,0.3,V,3.8,80,7.5,1,0,0,...,...,...
2018,10,17,7,1013.1,1014.3,20.9,19.1,89,0.6,60,3.1,60,1,1,0,0,5,...,10
2018,10,17,8,1013.4,1014.6,21,19.3,90,1.2,60,3,70,1,1,0,0.27,8,...,10
2018,10,17,9,1013.2,1014.4,21.3,19.1,87,1.5,40,3.7,80,1,0.8,0,0.45,...,...,...
2018,10,17,10,1012.9,1014.1,21,19,88,0.6,30,2.3,50,1.5,0.5,0,0.02,6,...,10
2018,10,17,11,1012.2,1013.4,21.3,18.6,85,0.9,20,2.7,10,0,1,0,0.09,...,...,...
2018,10,17,12,1011.5,1012.7,21.1,18.5,85,0.8,280,3.4,230,0.5,1,0,0,...,...,...
2018,10,17,13,1011.5,1012.7,21.1,18.2,84,1.3,50,3.7,340,0,1,0,0,6,...,10
2018,10,17,14,1011.4,1012.6,21.1,18.3,84,0.7,30,3,350,0,1,0,0,...,...,...
2018,10,17,15,1011.9,1013.1,20.9,18.3,85,0.5,250,2.3,360,0,1,0,0,...,...,...
2018,10,17,16,1012.7,1013.9,20.6,18,85,0.5,200,2.8,240,7,1,0,0,4,...,10
2018,10,17,17,1012.3,1013.5,20.6,18,85,0.4,80,3.8,80,3,0.9,0,0,...,...,...
2018,10,17,18,1013.1,1014.4,20.5,18.3,87,0.1,0,2.2,70,0,0,0,0,...,...,...
2018,10,17,19,1013.5,1014.8,20.7,18.1,85,1.3,70,2.9,60,0,0,...,0,8,...,10
2018,10,17,20,1014.2,1015.5,20.8,18.1,85,0.5,60,3.4,70,0,0,...,0,8,...,10
2018,10,17,21,1013.8,1015,20.9,18,83,1.2,40,2.7,70,0,0,...,0,...,...,...
2018,10,17,22,1013.9,1015.2,20.9,18,83,0.9,50,3,90,0,0,...,0,10,...,10
2018,10,17,23,1013.6,1014.9,20.6,18.3,87,0.1,0,1.8,80,0,0,...,0,...,...,...
2018,10,18,0,1013.3,1014.5,21.3,18.1,82,1.3,60,3.1,70,0,0,...,0,...,...,...
2018,10,18,1,1013.3,1014.5,20.9,17.9,83,0.9,60,3.1,50,0,0,...,0,12,...,10
2018,10,18,2,1013.3,1014.5,21.4,17.8,80,1.3,60,3.7,40,0,0,...,0,...,...,...
2018,10,18,3,1013.6,1014.8,21.4,17.9,80,1.6,60,3.8,70,0,0,...,0,...,...,...
2018,10,18,4,1014.2,1015.4,21.1,18,82,0.8,50,2.9,70,0,0,...,0,10,...,10
2018,10,18,5,1015,1016.2,21.3,18,81,1.5,60,3.1,60,0,0,0,0,...,...,...
2018,10,18,6,1015.3,1016.6,21.3,17.6,79,1.9,60,5.7,60,0,0.9,0,0,...,...,...
2018,10,18,7,1015.7,1016.9,22.4,18.3,78,1.2,70,4.6,60,0,0,0,0.24,10,...,10
2018,10,18,8,1015.9,1017.1,23.6,18.5,73,1.9,50,4.4,70,0,0,0,0.76,12,...,9
2018,10,18,9,1015.9,1017.1,23.6,18.6,74,1.7,60,4.3,80,0,0,0,0.84,...,...,...
2018,10,18,10,1015.5,1016.7,25.1,18.6,67,2.3,70,5.5,70,0,0,0.2,1.47,15,...,8
2018,10,18,11,1014.9,1016.1,25.5,17.5,61,3.3,60,10,90,0,0,0.6,2.12,...,...,...
2018,10,18,12,1014.6,1015.8,25.2,17.1,61,4,60,11,40,0,0,0.3,1.79,...,...,...
2018,10,18,13,1014.5,1015.7,24.7,17.6,65,3,70,8.4,80,0,0,0,0.85,15,...,10
2018,10,18,14,1014.6,1015.8,24,17.8,68,2.5,70,8.8,60,0,0,0,0.29,...,...,...
2018,10,18,15,1015,1016.2,23.8,17.9,70,2.1,60,6.3,60,0,0,0,0.6,...,...,...
2018,10,18,16,1015.4,1016.6,23.3,17.5,70,2.3,70,5.5,80,0,0,0.3,0.41,15,...,10
2018,10,18,17,1016,1017.2,23.2,17.4,70,2,70,9.3,70,0,0,0,0,...,...,...
2018,10,18,18,1016.9,1018.1,22.9,17.2,70,1.7,60,6.1,90,0,0,0,0,...,...,...
2018,10,18,19,1017.4,1018.6,22.7,17.2,71,2.1,60,4.8,50,0,0,...,0,13,...,9
2018,10,18,20,1017.6,1018.8,22.9,17.1,70,2.3,60,4.8,60,0,0,...,0,13,...,9
2018,10,18,21,1017.5,1018.7,23,16.5,67,2.3,60,6.1,60,0,0,...,0,...,...,...
2018,10,18,22,1017.5,1018.7,23,16.2,66,1.8,70,7.5,70,0,0,...,0,13,...,9
2018,10,18,23,1017.5,1018.7,23,16.5,67,2.7,60,8,40,0,0,...,0,...,...,...
2018,10,19,0,1016.9,1018.1,22.8,16.5,68,1.9,60,6.2,30,0,0,...,0,...,...,...
2018,10,19,1,1017,1018.2,22.5,16.7,70,2.7,70,5.6,60,0,0,...,0,13,...,10
2018,10,19,2,1016.7,1018,21,17.2,79,2,60,5.6,50,0.2,0.8,...,0,...,...,...
2018,10,19,3,1016.5,1017.8,21.1,17.2,78,2.8,70,4.8,40,0,1,...,0,...,...,...
2018,10,19,4,1016.8,1018.1,21.3,17.3,78,1.5,60,4.8,30,0,1,...,0,10,...,10
2018,10,19,5,1018,1019.3,21.1,17.3,79,1.3,70,5.2,60,0.3,0.9,0,0,...,...,...
2018,10,19,6,1018.4,1019.7,21.5,17.3,77,2.7,70,4.8,60,0,0,0,0,...,...,...
2018,10,19,7,1019.3,1020.6,20.7,17.8,83,2.5,70,5.1,60,2.5,1,0,0,5,...,10
2018,10,19,8,1020,1021.3,21.2,18.2,83,3.4,70,8.2,70,0.5,1,0,0.35,8,...,10
2018,10,19,9,1020.2,1021.5,20.7,18,85,2.3,70,7.7,70,2,1,0,0.02,...,...,...
2018,10,19,10,1019.7,1021,21.2,18.2,83,3.8,60,6.8,70,0,0.6,0,0.7,10,...,10
2018,10,19,11,1019.3,1020.6,21.4,17.8,80,3.2,60,10.3,70,0,0,0,0.46,...,...,...
2018,10,19,12,1019,1020.3,21,17.3,79,3.2,70,8.4,60,0,0.6,0,0.05,...,...,...
2018,10,19,13,1018.6,1019.9,21,17.3,79,3,60,8.5,70,0,0.2,0,0.57,15,...,10
2018,10,19,14,1018.7,1020,21,17.2,79,2.4,70,7.3,70,0,0,0,0.41,...,...,...
2018,10,19,15,1018.7,1020,21.3,16.8,76,2.9,70,5.8,70,0,0,0,0,...,...,...
2018,10,19,16,1018.9,1020.2,21.3,16.7,75,2.1,60,5.6,70,0,0,0,0,15,...,9
2018,10,19,17,1019.3,1020.6,21,16.4,75,2.3,60,8.6,70,0,0,0,0,...,...,...
2018,10,19,18,1019.6,1020.9,21,16.4,75,2.3,60,6.9,90,0,0,0,0,...,...,...
2018,10,19,19,1020,1021.3,20.8,16.5,76,2,70,4.9,50,0,0,...,0,18,...,8
2018,10,19,20,1020.4,1021.7,21.2,16.5,75,2.2,60,5.8,40,0,0,...,0,18,...,10
2018,10,19,21,1020.3,1021.6,21.2,16.6,75,2.5,70,6.1,80,0,0,...,0,...,...,...
2018,10,19,22,1019.8,1021.1,21.2,16.4,74,2.2,50,5.5,50,0,0,...,0,18,...,9
2018,10,19,23,1019.6,1020.9,21.3,16.4,74,2.2,60,6,60,0,0,...,0,...,...,...
2018,10,20,0,1019.1,1020.4,21.4,16.4,73,1.8,60,4.6,50,0,0,...,0,...,...,...
2018,10,20,1,1018.6,1019.9,21.2,16.5,75,1.5,60,5.3,80,0,0,...,0,18,...,9
2018,10,20,2,1018.4,1019.7,20.8,16.6,77,1.3,50,4.5,60,0,0,...,0,...,...,...
2018,10,20,3,1018.2,1019.5,21.5,16.7,74,2.7,60,5.3,80,0,0,...,0,...,...,...
2018,10,20,4,1018.6,1019.9,21.3,16.6,75,1.3,50,4.7,60,0,0,...,0,18,...,9
2018,10,20,5,1019.4,1020.7,21.5,16.7,74,1.7,50,4.9,60,0,0,0,0,...,...,...
2018,10,20,6,1019.8,1021.1,21.8,17,74,1.9,60,3.8,70,0,0,0,0,...,...,...
2018,10,20,7,1020.5,1021.8,22.3,17.4,74,2.4,60,5.6,70,0,0,0,0.38,25,...,9
2018,10,20,8,1021.1,1022.4,22.4,17.6,74,3,70,7.7,70,0,0,0,0.51,25,...,9
2018,10,20,9,1020.8,1022.1,22.1,17.3,74,3.8,60,9.2,80,0,0,0,0.6,...,...,...
2018,10,20,10,1020.1,1021.4,22.6,17.1,71,4,60,9.9,60,0,0,0,0.65,25,...,10
2018,10,20,11,1019.4,1020.6,22.8,16.7,68,3.8,80,9.8,80,0,0,0,0.72,...,...,...
2018,10,20,12,1018.2,1019.4,23.3,16.9,67,4.1,70,10.4,80,0,0,0,1.04,...,...,...
2018,10,20,13,1017.5,1018.7,23.9,17.3,67,4.1,80,9.8,60,0,0,0,1.47,20,...,9
2018,10,20,14,1017.4,1018.6,23.3,17,68,3.3,60,10.2,60,0,0,0,0.77,...,...,...
2018,10,20,15,1017.7,1018.9,22.7,16.8,69,4.3,60,9.8,70,0,0,0,0.59,...,...,...
2018,10,20,16,1017.9,1019.1,22.6,16.6,69,2.4,70,9.7,80,0,0,0.2,0,18,...,8
2018,10,20,17,1018.4,1019.6,22.4,16.2,68,2.6,60,6.3,80,0,0,0,0,...,...,...
2018,10,20,18,1019,1020.3,22.3,16.2,68,2.5,70,7.7,80,0,0,0,0,...,...,...
2018,10,20,19,1019.7,1021,22.3,16.1,68,2.6,60,6.2,70,0,0,...,0,25,...,9
2018,10,20,20,1019.6,1020.9,21.8,16,70,2,60,4.9,70,0,0,...,0,25,...,3
2018,10,20,21,1019.4,1020.7,21.6,15.8,70,1.8,50,4.5,70,0,0,...,0,...,...,...
2018,10,20,22,1018.8,1020.1,21.3,15.8,71,1.7,60,3.9,40,0,0,...,0,25,...,2
2018,10,20,23,1018.3,1019.6,21.2,15.9,72,2,60,4.3,80,0,0,...,0,...,...,...
2018,10,21,0,1017.6,1018.9,21,16.1,74,1.5,60,3.4,40,0,0,...,0,...,...,...
2018,10,21,1,1017.1,1018.4,20.9,16.3,75,1.8,50,4.2,90,0,0,...,0,20,...,2
2018,10,21,2,1016.8,1018.1,20.6,16.3,76,1.8,70,3.8,60,0,0,...,0,...,...,...
2018,10,21,3,1017,1018.3,20.5,16.4,77,1.1,70,3.8,80,0,0,...,0,...,...,...
2018,10,21,4,1017.3,1018.6,21.1,16.7,76,1.8,70,3.1,30,0,0,...,0,20,...,7
2018,10,21,5,1017.6,1018.9,20.9,16.9,78,1.8,60,4.5,50,0,0,0,0,...,...,...
2018,10,21,6,1018,1019.3,21.9,17.3,75,1.9,70,4.7,50,0,0,0,0,...,...,...
2018,10,21,7,1018.3,1019.5,22.6,17.4,72,2.4,60,5.8,60,0,0,0.2,0.55,20,...,6
2018,10,21,8,1018.2,1019.4,23.8,17.4,67,3.2,70,7.7,90,0,0,0.8,1.37,23,...,1
2018,10,21,9,1017.9,1019.1,25.7,18,62,4.6,60,8.9,70,0,0,0,0.16,...,...,...
2018,10,21,10,1017.1,1018.3,26.6,18.6,62,2.8,70,8.4,50,0,0,0.3,1.32,25,...,1
2018,10,21,11,1016.2,1017.4,27.1,19.3,62,3.9,60,6.7,40,0,0,1,3,...,...,...
2018,10,21,12,1015.2,1016.4,27.5,19.9,63,2.3,70,6.8,50,0,0,1,3,...,...,...
2018,10,21,13,1014.4,1015.6,28,19.9,61,3.4,60,7.2,70,0,0,1,2.59,25,...,1
2018,10,21,14,1014.5,1015.7,26.6,19.7,66,3,70,7.3,30,0,0,1,1.93,...,...,...
2018,10,21,15,1014.7,1015.9,25.2,18.7,67,3.9,70,7.1,60,0,0,0.3,0.65,...,...,...
2018,10,21,16,1015,1016.2,24.4,18.5,70,3.3,70,8,60,0,0,0.5,0.29,25,...,8
2018,10,21,17,1014.9,1016.1,23.9,18.4,71,3.1,60,7,50,0,0,0,0,...,...,...
2018,10,21,18,1015.7,1016.9,23.8,18.7,73,2.8,50,6.8,50,0,0,0,0,...,...,...
2018,10,21,19,1016.3,1017.5,23.6,18.7,74,2,60,6,70,0,0,...,0,20,...,6
2018,10,21,20,1016.4,1017.6,23.3,18.3,74,1.6,60,4.5,60,0,0,...,0,20,...,8
2018,10,21,21,1016,1017.2,22.3,18.2,78,1.1,70,3,90,0,0,...,0,...,...,...
2018,10,21,22,1015.6,1016.8,22.4,17.9,76,1,50,3.4,80,0,0,...,0,20,...,6
2018,10,21,23,1014.9,1016.1,22.3,17.8,76,1.3,60,2.7,50,0,0,...,0,...,...,...
2018,10,22,0,1014.4,1015.7,20.7,17.9,84,1.1,220,2.6,80,0,0,...,0,...,...,...
2018,10,22,1,1014.1,1015.4,20.2,17.6,85,1.1,200,2.5,210,0,0,...,0,15,...,4
2018,10,22,2,1013.8,1015.1,20.2,17.5,84,1.1,210,2.8,180,0,0,...,0,...,...,...
2018,10,22,3,1014,1015.3,20.2,17.6,85,1,200,2.4,200,0,0,...,0,...,...,...
2018,10,22,4,1014.4,1015.7,20,17.5,86,1.1,200,2.5,200,0,0,...,0,12,...,8
2018,10,22,5,1014.8,1016.1,20,17.5,86,0.8,210,2.6,190,0,0,0,0,...,...,...
2018,10,22,6,1015.5,1016.8,20.9,18.2,85,0.7,230,2.3,180,0,0,0,0.11,...,...,...
2018,10,22,7,1015.9,1017.1,22.3,18.4,79,1.3,230,2.7,230,0,0,0.5,0.78,20,...,5
2018,10,22,8,1015.9,1017.1,24.8,19.3,72,0.5,230,2.5,200,0,0,0.9,1.44,20,...,6
2018,10,22,9,1015.7,1016.9,26.8,19.6,65,0.5,190,2.5,260,0,0,0,0.95,...,...,...
2018,10,22,10,1014.8,1016,27,20,66,0.4,170,2.4,270,0,0,0,1.16,20,...,10
2018,10,22,11,1014.3,1015.5,27.3,20.4,66,1.6,250,3.4,200,0,0,0,0.82,...,...,...
2018,10,22,12,1013,1014.2,28.7,22,67,1.7,230,4.1,220,0,0,0.2,1.65,...,...,...
2018,10,22,13,1012.2,1013.4,29.2,21.7,64,1.6,230,4.5,240,0,0,1,2.35,25,...,2
2018,10,22,14,1011.9,1013.1,28.9,21.2,63,1.6,270,4.3,210,0,0,0.9,1.73,...,...,...
2018,10,22,15,1012.3,1013.5,26.3,20.9,72,2,350,6.1,10,0,0,0.7,1.02,...,...,...
2018,10,22,16,1013.2,1014.4,25.4,20.5,74,1.6,40,5.5,10,0,0,0,0.05,20,...,10
2018,10,22,17,1013.9,1015.1,24.7,20.6,78,0.9,50,3,40,0,0.3,0,0,...,...,...
2018,10,22,18,1014.5,1015.7,24.3,20.8,81,1.3,210,3,200,0,0,0,0,...,...,...
2018,10,22,19,1014.9,1016.1,23.9,20.8,83,1.1,210,3.5,210,0,0,...,0,13,...,9
2018,10,22,20,1014.9,1016.1,23.8,20.4,81,1.3,200,3,240,0,0,...,0,15,...,9
2018,10,22,21,1015.2,1016.4,23.3,19.9,81,0.5,200,2.4,190,0,0,...,0,...,...,...
